Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Latency
44,20,41,44,0,0.121349955
35,35,0,0,0,0.115057182
47,36,47,0,0,0.116478682
12,12,0,0,0,0.115513754
46,12,46,0,0,0.144052362
43,9,43,0,0,0.141584873
49,4,15,49,0,0.170926285
23,23,23,0,0,0.153973722
43,43,0,0,0,0.147067165
27,28,7,45,27,0.177258682
21,14,33,11,21,0.17519598
48,23,6,48,0,0.138765812
2,45,31,2,0,0.126286173
17,27,1,17,0,0.117009878
18,18,0,0,0,0.117932463
48,48,34,48,0,0.116289806
14,14,0,0,0,0.112295961
18,18,0,0,0,0.113458824
17,18,37,39,17,0.113391399
8,7,8,0,0,0.112015533
48,15,14,12,48,0.118032122
48,48,0,0,0,0.115574503
18,33,39,18,18,0.12237792
48,29,18,48,0,0.116756678
26,26,0,0,0,0.110253
12,1,41,12,0,0.114056063
16,35,1,16,0,0.121911812
41,42,36,41,0,0.131493139
47,17,30,47,0,0.145495033
44,44,0,0,0,0.131244802
48,31,4,48,0,0.168445349
43,47,43,0,0,0.168869448
39,14,39,0,0,0.169789982
3,42,41,3,0,0.14022665
43,43,0,0,0,0.318998194
1,1,0,0,0,0.149817848
27,43,27,0,0,0.135925817
37,14,8,42,37,0.139689875
5,18,48,37,5,0.141121721
10,35,12,28,10,0.149448633
15,15,0,0,0,0.140792704
22,45,22,0,0,0.13874855
4,3,32,4,0,0.132693005
18,5,11,13,18,0.130188656
29,26,21,29,0,0.132598162
10,10,0,0,0,0.121813822
31,31,0,0,0,0.128067827
42,41,42,0,0,0.126679134
1,46,1,0,0,0.161166143
48,9,36,48,0,0.149867678
42,13,42,0,0,0.170704079
6,6,0,0,0,0.148267603
46,18,46,0,0,0.17388649
2,28,24,2,0,0.150631189
1,1,0,0,0,0.173808002
45,45,0,0,0,0.152120161
20,43,42,20,0,0.126340389
30,30,0,0,0,0.110277176
35,35,0,0,0,0.117053175
44,44,0,0,0,0.117270517
12,31,22,12,0,0.120940971
18,25,11,36,18,0.122589397
20,20,0,0,0,0.11845274
4,16,4,0,0,0.11879406
11,11,0,0,0,0.117076445
9,31,22,7,9,0.120985079
29,17,35,20,29,0.118746567
22,3,19,22,0,0.122140265
1,25,36,35,1,0.130276537
14,14,0,0,0,0.119267511
17,33,47,1,17,0.133431959
40,40,0,0,0,0.14812541
12,40,12,0,0,0.160730553
39,39,0,0,0,0.186630964
16,22,33,16,0,0.171242857
22,45,22,0,0,0.182527208
42,26,42,0,0,0.162377405
8,26,8,0,0,0.149886799
17,9,43,17,0,0.129288816
40,10,32,40,0,0.124384212
16,44,16,0,0,0.117496395
19,34,49,19,0,0.1231112
32,32,0,0,0,0.120506573
44,44,0,0,0,0.118956757
8,4,8,0,0,0.122197485
15,48,17,19,15,0.126789284
19,24,14,19,0,0.117915106
15,15,0,0,0,0.127289915
25,24,40,25,0,0.125703526
44,44,0,0,0,0.121536207
25,25,0,0,0,0.116207933
34,38,41,34,0,0.121610641
5,32,4,5,0,0.119515705
32,21,17,5,32,0.171730328
39,28,15,39,0,0.180000877
17,17,0,0,0,0.176567316
19,42,2,47,19,0.170051193
33,26,1,33,0,0.161449957
29,13,29,0,0,0.184556866
38,36,35,38,0,0.141281939
19,19,0,0,0,0.115620613
40,12,40,0,0,0.119793558
6,6,0,0,0,0.122616482
37,37,0,0,0,0.120730352
33,41,34,33,0,0.117499113
10,13,10,0,0,0.125989771
26,13,26,0,0,0.117617464
7,34,7,0,0,0.121014357
30,34,41,47,30,0.124435616
6,32,6,0,0,0.118276358
3,8,3,0,0,0.237088823
14,25,14,0,0,0.15014987
10,27,16,10,0,0.151678133
23,37,7,13,23,0.178139973
37,46,14,37,0,0.192954206
26,17,26,0,0,0.19909606
4,47,4,0,0,0.199355745
32,18,2,32,0,0.186861753
10,22,19,10,10,0.200215387
24,10,31,27,24,0.144976616
39,21,30,21,39,0.139157629
27,45,27,0,0,0.127239084
47,13,34,43,47,0.135616732
25,22,32,31,25,0.127880144
44,44,0,0,0,0.122942066
17,17,0,0,0,0.121762323
36,27,36,0,0,0.132912397
9,45,37,11,9,0.129791403
49,10,18,49,0,0.128281927
5,5,0,0,0,0.120661163
24,37,30,40,24,0.12110281
49,24,10,22,49,0.122981787
9,43,31,9,0,0.12370944
23,23,0,0,0,0.13830142
32,20,14,32,0,0.159213066
8,20,10,17,8,0.178847933
1,1,0,0,0,0.175578022
27,23,7,27,0,0.16333642
14,14,0,0,0,0.155092478
7,7,0,0,0,0.168579817
45,24,10,22,45,0.158051968
16,17,48,22,16,0.123050117
8,28,8,0,0,0.123127699
4,48,23,4,0,0.122857761
29,28,46,7,29,0.121692133
27,27,0,0,0,0.121162796
40,15,40,0,0,0.121659994
46,46,0,0,0,0.119615173
27,15,14,27,0,0.121913815
25,16,25,25,0,0.124858093
5,37,5,0,0,0.120239401
45,44,45,0,0,0.122344875
32,32,0,0,0,0.118643665
17,33,17,0,0,0.114777517
42,8,45,42,42,0.123697805
47,46,33,33,47,0.14133997
28,12,28,47,28,0.14328208
5,5,5,0,0,0.153832436
47,25,47,0,0,0.178681707
38,38,0,0,0,0.168951702
6,36,28,6,0,0.180683422
48,4,48,0,0,0.179194069
38,43,22,38,38,0.150731659
48,33,48,0,0,0.122046471
40,47,15,40,0,0.130214453
4,35,7,4,0,0.13075366
8,14,8,0,0,0.123075581
32,32,0,0,0,0.125469112
23,23,0,0,0,0.121896315
41,3,29,41,0,0.126048088
29,29,0,0,0,0.119793797
30,20,17,35,30,0.128382206
49,49,0,0,0,0.118838835
29,29,29,0,0,0.120325851
27,27,0,0,0,0.117886257
16,30,22,33,16,0.127341223
34,17,4,34,0,0.122870493
28,28,0,0,0,0.144810581
24,24,0,0,0,0.157279682
11,36,11,0,0,0.180738401
41,28,41,0,0,0.14176178
8,8,0,0,0,0.144276237
40,43,34,40,0,0.186429071
42,43,9,26,42,0.299729729
36,45,36,0,0,0.153907156
47,47,0,0,0,0.148306465
31,31,0,0,0,0.151811838
12,43,29,12,0,0.150776052
26,26,0,0,0,0.150894117
13,13,0,0,0,0.144835234
43,43,0,0,0,0.154514456
48,17,48,0,0,0.160694265
25,25,0,0,0,0.149520683
13,13,0,0,0,0.141575289
15,32,23,3,15,0.14311285
43,38,31,43,0,0.134589529
4,7,4,0,0,0.161396599
48,48,0,0,0,0.171557713
43,39,21,43,0,0.198800278
23,32,33,23,0,0.161537933
44,44,0,0,0,0.165965223
28,6,5,28,0,0.189724684
41,43,41,0,0,0.168900156
18,20,30,10,18,0.142640686
12,4,12,0,0,0.133652401
26,14,26,40,26,0.12795701
46,26,25,46,0,0.129743338
33,29,5,8,33,0.126939726
6,49,12,27,6,0.127127552
38,13,9,38,0,0.131960678
9,18,9,0,0,0.121953917
12,37,28,12,0,0.121592522
36,40,2,31,36,0.129557323
15,47,45,15,0,0.121597338
40,45,44,40,0,0.124523211
21,29,21,0,0,0.127375221
44,19,7,44,0,0.128534174
35,35,0,0,0,0.147154951
49,45,49,0,0,0.160154724
17,11,17,0,0,0.152764368
1,35,34,1,0,0.222896528
38,38,0,0,0,0.178631258
19,28,4,22,19,0.191419315
48,18,44,13,48,0.18447423
46,23,46,0,0,0.136356878
38,3,38,0,0,0.126102591
49,31,30,49,0,0.120567608
9,9,0,0,0,0.121933937
49,49,0,0,0,0.115927172
49,23,49,0,0,0.129100132
45,45,40,45,0,0.125241518
19,19,0,0,0,0.119672775
20,20,0,0,0,0.122026014
46,46,0,0,0,0.121591711
24,23,24,0,0,0.123504734
10,36,10,0,0,0.127269936
16,22,16,0,0,0.121046495
34,15,34,0,0,0.123849487
49,34,49,0,0,0.128211164
26,24,11,26,0,0.149716043
23,23,0,0,0,0.154804802
2,2,0,0,0,0.169949913
10,10,0,0,0,0.159852362
4,20,3,4,0,0.176326561
39,4,2,33,39,0.165917397
48,49,35,48,0,0.165806675
27,12,3,27,0,0.161516905
48,27,30,48,0,0.119152594
41,35,41,0,0,0.125555754
44,40,44,0,0,0.122099209
41,2,40,43,41,0.117708731
6,9,3,6,0,0.124852037
18,18,0,0,0,0.112621021
36,27,23,36,0,0.119207668
6,48,40,6,0,0.120946503
28,28,0,0,0,0.120345879
14,12,14,0,0,0.115732431
17,31,27,12,17,0.120496273
36,40,35,8,36,0.12292428
40,40,40,0,0,0.119737339
18,49,18,0,0,0.150306988
39,2,36,17,39,0.182020807
9,4,33,9,0,0.207274294
46,15,25,46,0,0.198275185
30,32,25,30,0,0.201770115
17,46,17,0,0,0.195402145
40,38,22,29,40,0.181208658
31,11,28,3,31,0.147114325
39,22,29,39,0,0.139945126
43,21,34,1,43,0.132446337
7,30,7,0,0,0.132854223
8,39,35,32,8,0.127581024
9,33,9,0,0,0.128440523
15,15,0,0,0,0.124331474
47,17,7,47,0,0.127612638
43,15,46,43,0,0.127374935
36,36,0,0,0,0.127005005
28,28,10,28,0,0.129524851
4,4,0,0,0,0.126561546
24,40,10,42,24,0.125536966
13,34,9,49,13,0.148810196
12,12,0,0,0,0.172934294
40,49,40,39,40,0.174258614
2,36,4,2,0,0.18272171
45,1,12,45,0,0.191645002
9,9,0,0,0,0.156713009
3,3,0,0,0,0.178943014
17,12,47,16,17,0.129431868
2,32,8,13,2,0.118074894
11,28,39,37,11,0.123144865
36,8,36,0,0,0.123437452
28,30,28,0,0,0.120519447
16,14,14,48,16,0.124657345
32,10,32,0,0,0.123812819
17,32,17,0,0,0.124933767
13,13,0,0,0,0.133314133
19,19,0,0,0,0.128673983
42,49,21,42,0,0.125515985
16,44,14,19,16,0.128958941
23,18,23,0,0,0.12442894
15,13,33,15,0,0.119866276
5,12,6,5,5,0.135296297
11,29,45,2,11,0.186501837
39,32,37,5,39,0.170238066
13,13,0,0,0,0.156972551
49,16,23,14,49,0.151445007
3,45,3,0,0,0.183570433
27,27,0,0,0,0.165294123
16,15,15,16,0,0.152606916
9,23,9,0,0,0.121158123
21,46,21,0,0,0.11801424
48,48,0,0,0,0.12368083
38,15,25,31,38,0.121497917
33,16,24,33,0,0.120716381
45,25,4,45,0,0.128820515
28,24,41,28,0,0.121142912
5,17,3,5,0,0.122102308
34,22,27,34,0,0.13047657
18,42,18,18,0,0.122415686
38,9,38,0,0,0.121393585
29,29,0,0,0,0.118715572
49,49,0,0,0,0.120406389
10,26,10,49,10,0.11973381
3,3,7,19,3,0.126834917
45,38,45,45,0,0.156354666
19,19,0,0,0,0.141504908
23,43,47,23,0,0.166654158
16,3,16,0,0,0.166063643
29,37,47,48,29,0.171726179
20,46,17,33,20,0.319211149
46,34,46,0,0,0.155728292
22,4,22,0,0,0.151015234
32,35,41,3,32,0.150118971
31,9,43,5,31,0.155147457
48,45,1,7,48,0.151594114
3,2,3,0,0,0.151756382
42,7,27,42,0,0.152111101
28,37,16,31,28,0.148505306
32,1,32,0,0,0.142257977
48,43,48,0,0,0.133125734
10,10,0,0,0,0.133290958
39,10,39,0,0,0.139676476
31,31,0,0,0,0.138905716
31,31,0,0,0,0.185497093
21,27,27,21,0,0.17621932
25,19,24,23,25,0.179735422
10,43,10,0,0,0.176511097
20,10,20,0,0,0.168652725
21,18,45,21,0,0.18687377
35,48,47,35,0,0.144387817
1,42,1,0,0,0.131835842
2,22,37,37,2,0.12531352
33,13,19,45,33,0.121831989
49,29,49,0,0,0.117427969
35,46,41,35,0,0.12767663
6,6,0,0,0,0.115431452
38,47,38,0,0,0.120719528
11,11,0,0,0,0.129129362
21,21,0,0,0,0.125525999
8,35,39,8,0,0.127532864
35,19,28,37,35,0.125824356
48,21,48,0,0,0.123473644
7,7,0,0,0,0.12373395
26,26,0,0,0,0.12082777
24,12,46,24,0,0.15700326
47,38,41,9,47,0.141355467
36,36,0,0,0,0.155772686
6,43,12,19,6,0.18994379
29,1,11,29,0,0.165687227
19,18,27,10,19,0.175051594
35,35,0,0,0,0.167679071
39,14,39,0,0,0.133370352
2,15,2,0,0,0.124065638
15,32,9,15,0,0.116824865
27,2,45,27,0,0.125488186
26,26,0,0,0,0.123887634
35,14,35,0,0,0.120036459
9,46,9,0,0,0.132255697
22,19,38,37,22,0.130314684
27,27,0,0,0,0.11804471
5,37,49,5,0,0.125647783
49,46,33,16,49,0.131213045
38,4,7,7,38,0.121742725
35,36,1,35,0,0.123179054
15,48,5,18,15,0.130032206
26,22,19,35,26,0.127569818
12,36,45,12,12,0.154715776
49,12,19,49,0,0.180653429
10,10,0,0,0,0.174664259
7,27,14,46,7,0.171686459
36,36,0,0,0,0.17348628
8,4,8,0,0,0.161060619
10,10,0,0,0,0.147665071
40,19,3,40,0,0.148862648
9,21,9,0,0,0.127729082
15,15,0,0,0,0.125822926
6,34,6,0,0,0.122462368
8,8,0,0,0,0.114460468
39,23,16,39,39,0.122790861
36,25,20,36,0,0.119598007
47,7,12,47,0,0.12177124
32,14,32,0,0,0.112905359
15,31,18,15,0,0.118797827
39,39,0,0,0,0.11377244
44,22,36,44,0,0.229938602
4,10,23,4,0,0.144500875
23,8,28,23,0,0.144958925
46,46,0,0,0,0.182645559
10,10,0,0,0,0.171646452
42,42,0,0,0,0.192745304
13,22,28,13,0,0.208227873
1,30,22,1,0,0.226979017
9,49,9,0,0,0.179218292
14,15,14,0,0,0.13757863
39,46,39,0,0,0.140534353
16,12,4,16,0,0.140976858
10,26,21,35,10,0.129881907
15,15,0,0,0,0.12733264
30,30,0,0,0,0.128746939
8,44,8,0,0,0.129466724
11,11,0,0,0,0.124503088
25,40,29,22,25,0.12903676
39,22,48,22,39,0.129646778
17,17,0,0,0,0.125240421
17,2,27,16,17,0.130325699
6,42,19,49,6,0.124524784
49,19,2,49,0,0.138376045
27,45,35,27,0,0.145719433
36,8,36,0,0,0.171099567
42,44,43,26,42,0.160406208
23,4,23,0,0,0.154109716
10,43,34,10,0,0.178372335
32,3,35,32,0,0.178677368
45,45,0,0,0,0.154262066
46,49,43,25,46,0.127624178
24,39,16,24,0,0.117613316
1,38,1,0,0,0.135185671
2,14,2,0,0,0.120245647
22,21,16,9,22,0.119260788
6,6,0,0,0,0.121193552
6,6,0,0,0,0.118308973
23,37,26,23,0,0.12742734
30,30,0,0,0,0.122372437
42,42,0,0,0,0.122690678
44,34,31,18,44,0.116449833
23,13,3,33,23,0.121966887
30,32,33,30,0,0.121278667
35,43,35,0,0,0.121532297
28,36,5,28,0,0.129044056
7,37,3,7,0,0.167722321
46,29,46,0,0,0.180322886
17,3,13,49,17,0.152900314
3,18,12,21,3,0.185410357
26,29,23,19,26,0.166911936
26,27,22,36,26,0.180055475
46,46,0,0,0,0.133861065
40,39,34,14,40,0.121676683
15,46,9,28,15,0.122682238
22,22,0,0,0,0.128157187
37,37,0,0,0,0.12120142
31,31,0,0,0,0.1179811
11,12,49,37,11,0.122717476
47,41,47,0,0,0.127288246
17,27,9,17,0,0.120900536
17,17,0,0,0,0.117293596
39,12,5,11,39,0.120840168
47,49,13,27,47,0.119999933
20,20,0,0,0,0.121715403
15,1,7,15,0,0.125266123
49,49,0,0,0,0.119573832
37,37,0,0,0,0.135006046
10,8,10,0,0,0.152046299
43,12,43,0,0,0.145492983
9,3,34,9,0,0.189555454
39,41,15,28,39,0.1524014
31,28,31,0,0,0.155636787
1,1,0,0,0,0.183310127
16,1,35,41,16,0.180258608
34,34,21,40,34,0.227195883
43,16,1,8,43,0.139792681
27,14,27,0,0,0.140656042
27,27,0,0,0,0.139413643
17,34,36,17,0,0.139809465
38,19,32,38,0,0.138985586
1,19,1,0,0,0.152035046
33,7,33,0,0,0.141725445
11,19,24,11,0,0.135937166
16,10,16,0,0,0.130238008
35,49,35,0,0,0.120840454
5,15,37,41,5,0.125721598
34,44,14,32,34,0.12788744
36,8,9,33,36,0.171834087
3,28,15,45,3,0.161472225
9,37,32,9,0,0.171670198
33,33,0,0,0,0.193555117
7,25,30,7,0,0.178088617
24,34,24,0,0,0.162215137
39,11,8,39,0,0.153908968
34,34,0,0,0,0.117804241
4,4,5,4,0,0.116179276
35,30,5,22,35,0.121831083
45,8,19,45,0,0.121242762
19,43,19,0,0,0.11220293
17,1,17,0,0,0.120830917
20,2,7,31,20,0.11733408
39,30,28,2,39,0.117050409
18,40,16,18,0,0.120291948
38,38,38,0,0,0.11949029
13,13,0,0,0,0.114253378
2,48,2,0,0,0.109975672
35,14,35,0,0,0.11846652
21,16,21,0,0,0.112837839
19,3,44,23,19,0.113615179
35,46,1,35,0,0.153444767
12,29,12,0,0,0.158618689
28,21,20,45,28,0.168757343
39,17,19,39,0,0.156204033
42,40,42,0,0,0.141841888
15,28,21,15,0,0.184115076
41,3,41,0,0,0.156223679
6,45,11,33,6,0.148679686
30,30,0,0,0,0.129707527
26,31,10,48,26,0.11757741
1,1,0,0,0,0.121687317
42,42,0,0,0,0.117621422
7,33,7,0,0,0.118046951
32,32,0,0,0,0.122721243
24,24,0,0,0,0.116987276
46,6,46,0,0,0.115720797
37,19,37,0,0,0.114795113
42,36,42,0,0,0.116903925
15,21,3,29,15,0.120916319
24,29,20,24,0,0.115653419
18,29,1,18,0,0.119607258
29,29,0,0,0,0.116521502
16,5,13,16,0,0.11730175
6,6,0,0,0,0.168763733
3,9,3,0,0,0.158575153
45,43,5,35,45,0.173450613
24,42,6,18,24,0.189986753
7,7,3,42,7,0.172772026
26,26,0,0,0,0.156027365
2,26,30,32,2,0.156598568
16,16,0,0,0,0.119568253
46,20,40,24,46,0.119220638
23,23,0,0,0,0.115950108
43,43,0,0,0,0.11951561
43,43,0,0,0,0.119567013
12,26,24,12,0,0.126827526
22,22,0,0,0,0.11855588
27,42,7,35,27,0.250439692
43,22,32,25,43,0.142773819
14,7,30,14,0,0.141755438
38,36,29,46,38,0.142778158
11,7,16,34,11,0.142216969
49,32,49,0,0,0.144759798
46,19,46,0,0,0.176324654
42,11,22,42,0,0.182571888
17,15,47,17,0,0.172252464
11,49,21,11,0,0.187377644
8,8,0,0,0,0.179761028
8,34,8,0,0,0.188673592
46,32,43,46,0,0.13639369
17,17,2,4,17,0.127691555
7,7,0,0,0,0.120764923
49,21,49,0,0,0.1244802
24,9,36,39,24,0.117457581
42,44,42,0,0,0.11733098
44,47,29,44,0,0.121720314
4,30,46,4,0,0.123690557
1,44,40,1,0,0.131246901
12,42,12,0,0,0.121359396
49,22,43,49,0,0.120862627
21,27,34,46,21,0.126806784
36,13,26,36,0,0.121545029
30,15,26,30,0,0.116355944
49,22,49,0,0,0.122373676
9,12,27,9,0,0.167764473
21,21,0,0,0,0.180436468
45,40,45,0,0,0.161125851
37,23,28,32,37,0.166591263
24,38,24,0,0,0.155814028
18,47,25,18,0,0.155313587
25,38,22,25,0,0.171178293
45,37,30,45,0,0.126438904
42,42,0,0,0,0.121084404
24,17,27,24,0,0.119617891
40,40,0,0,0,0.109081984
49,43,43,26,49,0.123176479
9,38,9,0,0,0.115254021
39,14,39,0,0,0.11975131
29,3,28,29,0,0.118149424
11,13,18,18,11,0.11682024
26,6,2,26,0,0.119910717
28,4,25,28,0,0.120660114
8,8,0,0,0,0.114274549
18,7,25,18,0,0.123693991
16,16,0,0,0,0.12495718
20,42,20,0,0,0.120937347
4,8,41,13,4,0.134455681
8,37,8,0,0,0.16811657
39,39,0,0,0,0.173892355
17,26,17,0,0,0.168511963
42,46,26,22,42,0.183020687
6,47,13,6,0,0.168544531
46,38,31,32,46,0.170796442
15,23,15,0,0,0.120696783
10,21,10,0,0,0.116249132
20,10,20,0,0,0.116102934
33,48,33,0,0,0.123985338
33,25,36,33,0,0.121393919
13,7,38,14,13,0.120110226
9,9,0,0,0,0.124186993
26,47,18,26,0,0.11530056
44,44,0,0,0,0.119113255
40,25,35,40,0,0.119199467
2,2,0,0,0,0.115264702
23,15,23,0,0,0.120748043
27,5,30,39,27,0.118579054
2,2,0,0,0,0.120284176
13,13,0,0,0,0.115590572
42,42,0,0,0,0.144708681
41,19,22,46,41,0.288290071
23,37,23,0,0,0.175455427
30,5,30,0,0,0.175398874
8,42,49,8,0,0.199550676
37,49,19,37,0,0.186518049
39,30,39,0,0,0.141580582
31,6,29,31,0,0.137615585
3,19,21,3,0,0.146117258
27,7,15,22,27,0.145861864
41,49,28,41,0,0.137979984
47,26,47,0,0,0.128031826
21,28,21,0,0,0.130588913
9,9,0,0,0,0.129152632
24,33,2,24,0,0.129045773
47,18,15,23,47,0.127428865
11,4,10,22,11,0.124982834
16,31,16,0,0,0.126428366
5,16,15,5,0,0.125713778
5,6,5,0,0,0.143578577
48,39,28,13,48,0.172475672
1,6,24,1,0,0.165325451
41,41,0,0,0,0.172462082
31,22,39,31,0,0.14978261
10,13,10,11,10,0.178195906
28,28,0,0,0,0.167499447
14,7,21,14,0,0.140811014
27,39,36,4,27,0.123883247
21,21,0,0,0,0.112952089
3,11,18,3,0,0.122255754
16,16,0,0,0,0.121175718
13,11,27,13,0,0.119051647
44,25,44,0,0,0.128847694
5,5,0,0,0,0.124376345
29,29,0,0,0,0.116674185
6,2,5,6,0,0.120846081
10,36,32,1,10,0.124892473
23,41,12,23,0,0.117743254
45,2,45,0,0,0.121306372
24,24,0,0,0,0.113985062
49,49,0,0,0,0.119470024
26,26,0,0,0,0.130450535
18,11,18,0,0,0.156680679
13,13,0,0,0,0.140994453
43,37,43,0,0,0.149282598
9,43,9,0,0,0.17676568
32,36,30,32,0,0.161757612
16,16,48,8,16,0.169431639
30,35,12,30,0,0.163798285
37,23,1,2,37,0.150907135
6,8,6,0,0,0.120149279
12,29,4,12,0,0.117554712
49,5,16,49,0,0.123620033
15,30,18,15,0,0.125624704
31,31,0,0,0,0.116525555
9,9,0,0,0,0.11804142
45,6,45,21,45,0.117575169
32,31,27,32,0,0.123861027
3,3,0,0,0,0.120734978
1,31,1,0,0,0.127227402
21,21,0,0,0,0.115705967
9,20,9,0,0,0.117495012
13,17,13,0,0,0.116637039
10,37,10,0,0,0.116695499
13,42,6,13,0,0.123787546
20,28,38,20,0,0.169898367
33,10,33,15,33,0.187654352
42,42,0,0,0,0.142096519
15,30,9,15,0,0.167659044
47,38,2,49,47,0.173911285
43,11,19,6,43,0.165898561
34,26,40,34,0,0.153475857
1,8,1,0,0,0.128830338
27,20,27,0,0,0.125975037
2,46,15,42,2,0.23037591
46,3,31,46,0,0.137475109
13,13,0,0,0,0.133469582
43,14,9,17,43,0.13835392
16,16,0,0,0,0.137585402
16,16,0,0,0,0.13693924
11,46,13,36,11,0.139565277
43,43,0,0,0,0.14264164
19,22,8,19,0,0.143722677
44,16,38,44,0,0.129098463
29,23,29,0,0,0.128434849
19,16,17,19,0,0.182140589
35,43,3,35,0,0.18776536
24,1,31,24,0,0.175676966
1,28,33,1,0,0.183904552
28,2,17,23,28,0.155855656
8,35,45,8,0,0.178161621
45,45,0,0,0,0.125520086
23,31,37,47,23,0.123018551
48,8,48,0,0,0.116897345
46,22,46,0,0,0.12332139
13,40,13,0,0,0.121670055
14,38,14,0,0,0.115963507
40,3,36,31,40,0.121963501
2,3,5,40,2,0.119103909
10,34,41,44,10,0.117382956
31,29,8,42,31,0.119273138
19,37,9,6,19,0.121328402
21,36,21,0,0,0.119598579
36,36,0,0,0,0.118125391
23,38,27,23,0,0.124375057
10,25,10,0,0,0.117769909
18,18,0,0,0,0.136211681
39,39,0,0,0,0.162719393
9,42,7,46,9,0.162588358
27,27,14,44,27,0.155302668
20,5,6,12,20,0.170608807
22,22,0,0,0,0.17272706
30,49,29,30,0,0.176381588
37,10,1,37,0,0.14152112
45,45,0,0,0,0.119205713
31,48,42,48,31,0.119527388
45,6,23,22,45,0.121253633
40,37,38,31,40,0.12039361
14,35,32,14,0,0.116693687
14,37,44,49,14,0.123938799
42,39,42,0,0,0.117019701
23,34,37,44,23,0.124394131
2,18,41,28,2,0.115760517
33,47,47,28,33,0.119184685
28,23,28,0,0,0.12307539
6,3,21,6,0,0.11938715
48,31,48,0,0,0.116762829
5,4,5,0,0,0.126293278
15,14,47,15,0,0.132310534
15,37,3,32,15,0.144927406
2,7,33,2,0,0.158305788
16,4,8,16,0,0.172577333
14,23,46,17,14,0.1837111
33,15,14,33,0,0.192310333
4,1,19,13,4,0.179200935
5,47,5,0,0,0.118047428
31,31,0,0,0,0.114768362
2,8,23,39,2,0.120459604
45,45,0,0,0,0.121830082
12,47,12,0,0,0.121771049
4,33,29,19,4,0.116249704
46,4,46,0,0,0.118752003
29,49,36,38,29,0.119023991
35,23,35,0,0,0.119729757
33,48,37,33,0,0.120417309
7,7,0,0,0,0.22453022
39,25,17,40,39,0.142669821
44,7,44,0,0,0.134630728
26,26,0,0,0,0.132664585
11,11,0,0,0,0.180976963
10,3,49,10,0,0.181394386
17,20,16,17,0,0.183122492
2,2,0,0,0,0.191678381
34,34,0,0,0,0.185919857
5,12,38,5,0,0.171306753
9,48,39,9,0,0.160409975
34,43,2,34,0,0.124974203
19,24,30,19,0,0.12769866
43,43,0,0,0,0.121326542
45,14,45,0,0,0.128557444
49,8,46,49,0,0.126511955
46,46,0,0,0,0.119948912
31,10,14,22,31,0.125442314
16,16,0,0,0,0.12190609
23,26,23,0,0,0.122023296
4,33,21,2,4,0.122749949
45,16,26,45,0,0.121818066
23,4,23,0,0,0.117813063
25,33,25,0,0,0.118196678
24,24,0,0,0,0.115679312
1,39,14,15,1,0.143848372
15,46,33,21,15,0.161822224
32,10,32,0,0,0.153455448
13,14,49,5,13,0.162753487
10,32,48,25,10,0.176954412
18,18,0,0,0,0.161886978
44,44,0,0,0,0.153408146
46,35,9,33,46,0.177178526
9,7,9,0,0,0.124465418
45,14,2,45,0,0.114868879
14,48,31,14,0,0.117087841
26,44,19,36,26,0.110621834
26,40,26,0,0,0.114274931
37,40,37,0,0,0.115104246
8,12,44,8,0,0.11566062
34,25,26,44,34,0.116481924
23,48,4,23,0,0.114726496
29,29,0,0,0,0.120662451
30,45,30,0,0,0.112240982
7,27,24,7,0,0.113584709
21,8,13,21,0,0.121636009
41,45,48,41,0,0.117426062
22,27,17,7,22,0.119809532
41,27,41,0,0,0.137599516
20,11,19,20,0,0.145541048
36,43,4,37,36,0.164612246
17,4,30,36,17,0.159856653
21,7,21,0,0,0.17870636
4,41,4,0,0,0.157468033
7,7,0,0,0,0.158832216
27,4,25,23,27,0.166671467
21,21,0,0,0,0.131578779
49,49,0,0,0,0.113171721
38,29,32,38,0,0.120617676
3,9,4,3,0,0.118499708
49,30,33,43,49,0.119838858
4,36,24,15,4,0.125553846
37,16,2,37,0,0.115139389
40,23,40,0,0,0.119936085
7,7,0,0,0,0.112060118
47,10,12,3,47,0.120104551
39,10,7,25,39,0.116006231
7,1,26,7,0,0.111817312
40,26,40,0,0,0.113678885
2,40,2,0,0,0.113380003
10,10,0,0,0,0.118318987
5,20,42,5,0,0.121813583
7,3,7,0,0,0.270944357
13,45,13,0,0,0.173158312
46,38,44,46,0,0.187707186
7,7,0,0,0,0.192765951
31,21,31,0,0,0.185722256
29,29,0,0,0,0.138216352
41,26,41,0,0,0.130905437
16,16,0,0,0,0.140740585
21,41,21,30,21,0.142211533
37,37,0,0,0,0.12454052
26,26,0,0,0,0.134656239
30,46,23,30,0,0.124980307
16,16,0,0,0,0.123120928
47,10,10,30,47,0.126768684
44,10,20,34,44,0.12457304
40,3,42,40,0,0.118730831
11,10,41,46,11,0.128265142
10,29,10,0,0,0.12815218
25,38,16,7,25,0.12176609
49,49,0,0,0,0.13580904
12,12,0,0,0,0.160477161
4,39,4,0,0,0.173997974
27,16,27,0,0,0.149896955
8,8,0,0,0,0.154956818
18,18,0,0,0,0.156914616
24,7,24,0,0,0.164657736
6,2,19,29,6,0.193453789
15,49,15,0,0,0.124251938
42,42,0,0,0,0.116436148
41,31,7,41,0,0.118767595
1,19,1,0,0,0.118778801
8,8,0,0,0,0.12289896
49,17,1,49,0,0.117603874
7,18,26,28,7,0.11630311
