Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Latency
46,32,25,32,46,0.12102766
17,31,27,34,17,0.117565632
41,33,36,41,0,0.120497322
20,20,0,0,0,0.120823908
41,37,41,0,0,0.118048954
28,28,0,0,0,0.131153297
6,6,0,0,0,0.153272915
38,38,0,0,0,0.171843576
49,22,44,42,49,0.140642881
35,9,47,35,0,0.145135689
20,20,0,0,0,0.158759069
33,34,33,0,0,0.13896966
45,45,0,0,0,0.169035625
46,46,0,0,0,0.143274736
39,39,0,0,0,0.130970383
45,11,21,45,0,0.117944622
19,19,0,0,0,0.119423294
35,35,0,0,0,0.111069727
39,44,32,30,39,0.117156887
38,15,38,0,0,0.11591773
37,47,37,0,0,0.111963892
25,20,44,18,25,0.116025114
48,18,32,25,48,0.121918821
9,33,31,30,9,0.115401411
18,27,16,6,18,0.118262863
24,24,0,0,0,0.111926889
19,19,0,0,0,0.115464592
13,31,13,0,0,0.117872429
28,47,33,39,28,0.124311876
26,2,12,26,0,0.155067348
22,22,0,0,0,0.140688419
32,32,0,0,0,0.17871294
12,27,19,12,0,0.171281576
9,9,0,0,0,0.151872778
4,16,4,0,0,0.159217024
36,6,36,0,0,0.172988176
42,42,0,0,0,0.127995491
34,2,20,30,34,0.11312499
15,27,19,38,15,0.116565895
42,30,35,42,0,0.113817883
49,12,30,13,49,0.212211227
9,35,8,14,9,0.134583044
17,17,0,0,0,0.129943037
45,45,0,0,0,0.138379955
17,47,17,0,0,0.131163931
15,15,46,45,15,0.131888914
27,20,26,27,0,0.143182659
45,44,20,7,45,0.145364952
34,14,38,4,34,0.134522581
2,2,0,0,0,0.128289938
46,46,0,0,0,0.170209455
38,46,15,38,0,0.17421689
14,23,4,16,14,0.187744951
7,6,7,0,0,0.162969732
41,14,41,0,0,0.153235769
38,32,9,38,0,0.178775549
22,22,0,0,0,0.14704957
10,10,0,0,0,0.113682079
33,8,33,0,0,0.115838289
38,4,3,4,38,0.120698929
28,28,0,0,0,0.125652266
7,33,7,0,0,0.116505146
7,7,0,0,0,0.119740486
48,29,27,32,48,0.119964647
21,21,0,0,0,0.119387102
40,1,38,40,0,0.116244268
33,35,49,23,33,0.118637753
20,20,0,0,0,0.120321321
49,49,0,0,0,0.110073709
6,13,25,6,0,0.118558407
48,13,48,0,0,0.123762035
16,33,27,3,16,0.114973688
33,13,29,38,33,0.168456507
9,23,2,9,0,0.141902637
39,39,0,0,0,0.14653964
40,18,45,40,0,0.163549709
4,29,17,33,4,0.159896421
22,3,22,0,0,0.142284584
30,20,43,30,0,0.142861414
28,28,0,0,0,0.159846497
11,20,11,0,0,0.135752487
39,8,12,41,39,0.120477057
5,16,27,2,5,0.118877029
25,25,0,0,0,0.119382095
31,31,0,0,0,0.117864895
13,13,0,0,0,0.112377787
23,23,0,0,0,0.120196676
35,13,43,35,0,0.124849892
31,7,31,0,0,0.117703772
17,33,17,0,0,0.114772654
41,23,41,0,0,0.123628902
28,28,0,0,0,0.116676617
5,33,41,5,0,0.119016075
28,30,28,0,0,0.116144705
47,47,0,0,0,0.115816402
36,8,3,28,36,0.149494553
9,9,0,0,0,0.15501523
28,28,0,0,0,0.151456261
21,5,21,0,0,0.18342433
29,30,25,18,29,0.182468224
10,42,10,0,0,0.154557037
31,38,40,31,0,0.170137405
45,45,0,0,0,0.130818129
26,23,10,26,0,0.113433933
32,33,1,3,32,0.117937994
1,20,34,1,0,0.132823038
30,14,41,30,0,0.115263414
4,8,6,4,0,0.125240803
17,17,0,0,0,0.113409233
30,30,0,0,0,0.110421896
19,29,19,0,0,0.115377808
39,43,43,11,39,0.117620516
46,6,46,0,0,0.116497564
32,17,32,0,0,0.118353367
15,34,15,0,0,0.113590908
14,34,14,0,0,0.212352276
46,46,0,0,0,0.13307004
31,31,0,0,0,0.164027405
19,1,32,39,19,0.185476685
9,41,30,9,0,0.201738548
15,15,0,0,0,0.191231155
11,36,11,0,0,0.179468775
14,14,0,0,0,0.195102358
13,41,45,29,13,0.142148352
32,25,46,32,0,0.132101488
3,3,0,0,0,0.130562401
8,30,40,7,8,0.128677702
14,14,0,0,0,0.124731588
42,29,42,0,0,0.118080568
3,24,41,20,3,0.120218086
18,45,18,0,0,0.12281661
29,40,29,0,0,0.125555515
3,3,0,0,0,0.116711903
15,17,31,48,15,0.121551609
14,14,0,0,0,0.114981937
4,35,47,4,0,0.123217344
13,12,38,13,0,0.123149014
9,9,0,0,0,0.123844719
11,24,10,11,0,0.168089724
46,46,0,0,0,0.150867176
15,48,22,15,0,0.152682161
25,35,25,0,0,0.173807335
33,15,45,33,0,0.159647131
46,46,0,0,0,0.16233139
28,5,16,47,28,0.148485899
48,35,48,0,0,0.131176996
30,46,12,30,0,0.115227365
20,10,31,44,20,0.12056942
45,12,20,41,45,0.118218851
30,16,8,30,0,0.122452497
38,42,18,37,38,0.124435377
15,15,0,0,0,0.118021154
4,28,13,4,0,0.118563938
2,8,2,0,0,0.116149759
21,2,21,0,0,0.111428785
24,3,24,0,0,0.118737268
8,28,11,8,0,0.117930841
4,48,4,0,0,0.114327812
32,4,32,0,0,0.118603754
38,18,27,38,0,0.112044621
3,4,30,3,0,0.131429577
15,15,0,0,0,0.14423995
13,27,13,0,0,0.125673485
15,1,15,0,0,0.157403088
38,38,38,0,0,0.175734186
33,49,33,0,0,0.180583191
4,10,17,4,0,0.176347637
11,15,12,11,0,0.176622772
19,33,24,33,19,0.131415558
2,4,2,0,0,0.116445255
44,28,22,38,44,0.119155884
26,32,34,36,26,0.113387728
26,19,4,1,26,0.119648123
38,25,34,44,38,0.116784859
34,43,49,10,34,0.11634326
40,40,0,0,0,0.118114042
27,14,21,31,27,0.115801907
35,30,31,35,0,0.116410971
36,41,36,0,0,0.114770794
6,48,43,49,6,0.119868374
1,1,0,0,0,0.120510197
29,29,0,0,0,0.113401222
1,23,17,17,1,0.1231287
8,21,21,46,8,0.134993219
14,39,25,14,0,0.17511611
9,9,22,35,9,0.137791252
8,47,42,8,0,0.16434536
19,17,26,19,0,0.296005678
8,40,8,0,0,0.198915577
12,12,0,0,0,0.147175694
18,27,18,0,0,0.130951786
7,19,20,7,0,0.129217625
35,29,29,25,35,0.137690449
37,49,32,13,37,0.137734842
38,33,40,35,38,0.128940392
27,40,27,0,0,0.116243362
42,25,11,15,42,0.127810526
17,17,0,0,0,0.122629786
32,15,32,0,0,0.117742538
21,12,4,21,0,0.119628572
36,22,36,0,0,0.124503136
34,44,7,18,34,0.118229389
46,9,26,10,46,0.121211624
2,28,42,18,2,0.122922277
36,36,0,0,0,0.167628384
23,29,13,23,0,0.15568285
31,37,45,49,31,0.167091179
46,46,0,0,0,0.155371714
48,34,48,33,48,0.172899961
6,5,30,14,6,0.180034494
33,27,22,33,0,0.142313528
21,41,14,9,21,0.120094728
25,44,25,0,0,0.115675116
34,27,34,0,0,0.119403458
2,2,0,0,0,0.114731741
4,6,4,0,0,0.119333458
37,2,37,0,0,0.115495205
31,31,0,0,0,0.11645937
18,15,40,3,18,0.114733505
27,27,0,0,0,0.120227957
13,35,20,13,0,0.114912367
10,28,29,10,0,0.115540075
6,14,6,0,0,0.116615534
5,12,40,5,0,0.11026721
39,8,39,0,0,0.116141701
38,18,38,0,0,0.114474297
7,20,5,7,0,0.143818378
20,41,23,45,20,0.174908257
43,16,43,0,0,0.182469225
47,25,30,31,47,0.161251116
32,47,32,0,0,0.176446962
47,13,47,0,0,0.173054361
42,17,42,0,0,0.143834543
27,27,0,0,0,0.112754869
22,22,0,0,0,0.117506695
6,38,42,6,0,0.114484835
22,22,0,0,0,0.118389273
13,13,0,0,0,0.116110277
15,18,46,43,15,0.115943527
29,1,30,29,0,0.117045546
10,13,10,0,0,0.115499353
36,14,1,27,36,0.12199297
45,45,0,0,0,0.112294865
37,35,18,27,37,0.112102365
49,4,47,49,0,0.113001776
42,19,42,0,0,0.115245199
2,2,0,0,0,0.120468998
21,20,34,21,0,0.117693281
11,40,12,11,0,0.162695932
12,17,18,12,0,0.166612864
46,10,44,33,46,0.153876352
29,29,0,0,0,0.166541529
23,10,23,0,0,0.154838753
41,16,41,0,0,0.143788385
31,31,0,0,0,0.160024548
34,34,0,0,0,0.133048582
41,41,0,0,0,0.123460674
13,13,0,0,0,0.111944485
27,27,0,0,0,0.115261555
27,27,0,0,0,0.114574432
38,23,27,38,0,0.115637064
35,31,27,40,35,0.214174175
42,42,0,0,0,0.136634827
28,39,12,13,28,0.136297464
6,6,0,0,0,0.13298068
5,8,38,5,0,0.137595177
40,16,2,40,0,0.134709501
5,38,5,0,0,0.126064968
29,13,29,0,0,0.139193583
29,35,49,29,0,0.169446659
15,23,37,19,15,0.186570644
26,37,26,0,0,0.159184551
46,20,40,28,46,0.189795256
11,29,9,32,11,0.179898882
46,46,46,0,0,0.154105377
17,17,2,31,17,0.166769218
8,13,39,30,8,0.123831606
27,7,4,34,27,0.125352907
27,20,49,27,0,0.124867821
26,42,26,0,0,0.127955532
42,42,0,0,0,0.118331289
6,10,6,0,0,0.126601315
26,7,38,37,26,0.125276756
42,28,42,0,0,0.118737125
37,37,0,0,0,0.116023111
39,39,0,0,0,0.12638855
31,15,42,30,31,0.117007399
46,45,43,1,46,0.133284807
37,9,37,0,0,0.123848581
18,5,18,0,0,0.12097373
31,1,18,31,0,0.155583668
44,4,2,44,0,0.147426224
49,47,12,49,0,0.14662447
39,24,49,36,39,0.184968615
39,33,39,0,0,0.172065115
34,34,0,0,0,0.161610651
38,45,38,0,0,0.182232094
34,17,19,7,34,0.137509346
13,9,30,46,13,0.123899364
22,27,22,0,0,0.124062634
2,33,2,0,0,0.121118689
12,12,0,0,0,0.115785503
24,13,42,34,24,0.118247461
24,2,33,24,0,0.123638153
6,6,0,0,0,0.121094179
25,25,0,0,0,0.117164135
41,36,24,41,0,0.129214239
18,20,2,18,0,0.11581769
8,35,8,0,0,0.123997402
35,6,3,35,0,0.12291317
27,27,0,0,0,0.114841986
4,30,4,0,0,0.119201565
37,45,37,0,0,0.134844923
27,27,0,0,0,0.163674927
17,8,17,0,0,0.172984123
23,23,0,0,0,0.162769985
1,6,1,0,0,0.185831785
1,1,0,0,0,0.19788084
12,23,5,5,12,0.168204212
44,36,8,44,0,0.120708752
4,42,10,4,0,0.122892904
18,18,0,0,0,0.116795206
44,23,13,44,0,0.117227745
21,2,21,45,21,0.123650932
3,16,19,3,0,0.122869682
32,32,0,0,0,0.124206781
42,21,42,0,0,0.122363615
46,46,0,0,0,0.122210598
36,36,0,0,0,0.120241261
48,36,37,1,48,0.124955368
15,15,0,0,0,0.129299259
9,9,0,0,0,0.124749517
7,10,19,2,7,0.120998573
40,3,40,0,0,0.126010942
2,40,43,35,2,0.294816875
30,27,43,38,30,0.206269884
27,29,32,25,27,0.182247353
18,30,6,4,18,0.197490501
19,19,0,0,0,0.185645056
25,25,0,0,0,0.137652016
28,36,28,0,0,0.137649012
5,48,31,35,5,0.149069357
40,35,8,40,40,0.145424461
13,25,13,0,0,0.136708164
21,25,21,0,0,0.128951979
23,28,23,0,0,0.122026634
43,44,17,43,0,0.135192966
41,9,9,39,41,0.128261518
30,20,47,30,0,0.130266953
25,30,6,14,25,0.126221704
46,12,30,46,0,0.124338102
31,12,13,2,31,0.125130558
11,30,12,1,11,0.145025969
47,6,46,47,0,0.191960716
24,16,40,12,24,0.15510006
1,1,0,0,0,0.177048445
5,49,23,5,0,0.18186059
27,27,0,0,0,0.154820442
23,42,23,0,0,0.167089844
8,47,44,8,0,0.136953974
1,37,28,1,1,0.126673174
44,44,0,0,0,0.12992897
13,49,7,26,13,0.1377666
5,11,40,30,5,0.122010517
28,47,41,44,28,0.127170563
5,5,20,5,0,0.128143072
45,45,0,0,0,0.117171669
14,39,14,14,0,0.126605606
28,28,0,0,0,0.122526836
41,19,31,42,41,0.124196148
31,31,0,0,0,0.11960721
33,18,33,0,0,0.126704836
3,32,34,3,0,0.122708893
17,35,8,20,17,0.136676168
27,27,0,0,0,0.161583424
29,29,0,0,0,0.175384092
29,43,29,0,0,0.188543749
8,3,18,8,0,0.166566229
26,35,31,17,26,0.145313263
44,44,0,0,0,0.157611799
6,38,37,20,6,0.158647203
26,44,26,0,0,0.136146641
47,20,35,49,47,0.118335152
45,45,0,0,0,0.123099375
25,45,16,28,25,0.121213579
27,9,37,27,0,0.122681332
4,13,27,40,4,0.123417234
4,4,0,0,0,0.114402246
34,26,27,24,34,0.123281717
48,37,17,48,0,0.127303886
35,32,35,0,0,0.116437101
33,39,11,30,33,0.123395205
42,13,1,42,0,0.130831575
26,44,31,26,0,0.122535133
27,49,48,7,27,0.127817488
3,6,14,3,0,0.144461584
19,19,0,0,0,0.157290649
19,19,0,0,0,0.167700052
18,38,20,18,0,0.170061064
36,14,5,27,36,0.188447237
23,23,3,44,23,0.164002085
3,3,0,0,0,0.172714567
47,41,6,41,47,0.132930756
23,8,16,12,23,0.119637012
26,26,1,9,26,0.124854326
43,5,43,0,0,0.125097513
41,37,41,0,0,0.232362556
41,38,4,41,0,0.143524933
47,17,47,0,0,0.134943485
26,26,0,0,0,0.13876977
47,41,47,0,0,0.139626741
26,1,6,14,26,0.143472004
19,49,19,0,0,0.13525033
15,9,3,15,0,0.140562296
28,13,28,0,0,0.140040636
10,10,0,0,0,0.190804291
41,9,22,41,0,0.163376904
30,30,0,0,0,0.175182867
22,23,16,2,22,0.163169622
42,9,39,23,42,0.172632456
33,33,0,0,0,0.14896493
18,21,26,20,18,0.182416534
10,10,0,0,0,0.123198843
23,24,23,0,0,0.122565937
49,49,0,0,0,0.122138119
30,39,41,8,30,0.125950432
18,5,44,16,18,0.126524782
8,8,0,0,0,0.121855116
8,5,8,0,0,0.116749096
37,33,37,0,0,0.12350893
3,18,18,22,3,0.128538513
27,27,0,0,0,0.119836903
22,15,44,22,0,0.121273661
5,38,48,3,5,0.115236378
7,42,7,0,0,0.120683718
43,43,0,0,0,0.124688816
8,46,40,30,8,0.120314837
20,44,25,2,20,0.183462429
7,5,7,0,0,0.177111006
11,22,4,11,0,0.170556116
11,44,35,11,0,0.165335846
2,23,48,43,2,0.159513712
5,5,0,0,0,0.187630177
35,48,36,8,35,0.14291153
26,26,0,0,0,0.118497944
36,26,9,13,36,0.122603607
45,45,0,0,0,0.121468163
24,24,0,0,0,0.121267128
3,4,3,0,0,0.121408367
45,4,36,44,45,0.120614386
32,46,10,32,0,0.12624445
42,11,29,42,0,0.118336535
37,42,37,0,0,0.119821024
42,42,0,0,0,0.120890999
24,9,25,33,24,0.120075607
46,9,49,46,0,0.122048759
25,25,0,0,0,0.121520233
7,7,0,0,0,0.118927765
15,15,0,0,0,0.140942144
6,43,16,6,0,0.165193224
8,9,8,0,0,0.136307335
20,4,20,0,0,0.141619682
2,37,43,2,0,0.197870493
30,32,14,30,0,0.161673641
43,26,6,7,43,0.153563881
3,24,35,3,0,0.175811005
7,21,34,31,7,0.123162222
30,28,8,22,30,0.121326876
26,10,5,48,26,0.122416973
45,44,6,49,45,0.124053001
48,48,0,0,0,0.115075779
35,35,16,48,35,0.120046329
5,21,5,0,0,0.118843222
7,7,0,0,0,0.118597937
33,36,20,32,33,0.119605112
25,42,37,25,0,0.117438507
20,42,34,20,0,0.1257236
37,16,37,0,0,0.215829468
30,39,30,0,0,0.137846661
39,17,39,0,0,0.134547758
43,3,27,43,0,0.174271965
48,38,26,48,0,0.19405632
2,13,2,0,0,0.185624075
23,48,4,9,23,0.205629349
5,47,15,3,5,0.209777212
31,20,31,31,0,0.145466518
47,10,47,0,0,0.131753683
9,1,47,9,0,0.126032495
1,31,33,38,1,0.128128052
9,8,9,0,0,0.119467592
6,15,49,40,6,0.128530741
31,23,14,31,0,0.124995661
28,42,28,0,0,0.121896982
41,41,0,0,0,0.128665018
43,1,20,46,43,0.128610039
7,7,0,0,0,0.123313332
26,26,0,0,0,0.122857571
5,5,0,0,0,0.120100546
13,11,43,13,0,0.125801754
29,29,0,0,0,0.117050838
38,4,38,0,0,0.174121904
5,40,5,0,0,0.197893333
28,28,0,0,0,0.167851448
42,42,0,0,0,0.162720442
21,12,21,0,0,0.165990829
47,47,0,0,0,0.162314987
23,43,23,0,0,0.153299761
14,49,14,0,0,0.119568968
42,49,42,0,0,0.122015572
11,43,11,0,0,0.120827007
20,17,7,23,20,0.122104025
40,8,32,26,40,0.112930965
23,28,23,23,0,0.121400642
5,13,5,0,0,0.123004007
45,30,5,45,0,0.120250654
39,10,48,7,39,0.118311977
18,10,8,18,0,0.115722179
32,44,48,32,0,0.118839979
39,41,39,0,0,0.118214893
28,6,45,28,0,0.122126532
17,41,48,17,0,0.118830729
38,6,3,19,38,0.143574095
6,13,6,0,0,0.154548979
19,4,14,20,19,0.158081198
23,49,23,0,0,0.147568417
12,39,12,0,0,0.173082304
15,34,15,0,0,0.182184267
46,8,30,46,0,0.181706572
30,43,31,31,30,0.138105774
17,14,24,17,0,0.119402647
40,40,0,0,0,0.120827341
48,23,2,44,48,0.123792124
10,5,13,10,10,0.115815306
5,22,5,0,0,0.117919683
13,13,0,0,0,0.112358236
26,5,26,0,0,0.117785311
23,26,23,0,0,0.115246677
47,16,25,31,47,0.122086477
49,49,49,0,0,0.120312929
15,26,27,12,15,0.113264275
14,49,14,0,0,0.114461946
26,39,34,26,0,0.11968832
1,4,1,0,0,0.122692299
39,46,9,28,39,0.133397627
21,31,37,2,21,0.157845116
8,8,0,0,0,0.188048124
41,20,37,4,41,0.159463215
14,14,0,0,0,0.170323229
10,44,10,0,0,0.187137032
9,9,0,0,0,0.174511719
10,6,10,0,0,0.221821928
10,10,0,0,0,0.132869959
44,36,26,13,44,0.138461018
33,38,33,0,0,0.137116289
13,2,39,13,0,0.135265493
41,20,10,1,41,0.140683699
9,15,23,16,9,0.138463926
15,36,15,0,0,0.141046143
48,48,0,0,0,0.142129421
48,31,25,32,48,0.139635515
19,49,19,0,0,0.130217361
28,39,28,0,0,0.128776407
40,46,36,40,0,0.140043116
12,32,12,0,0,0.161366653
43,5,43,0,0,0.188716984
19,46,40,33,19,0.199815273
24,27,24,0,0,0.174031305
20,49,20,0,0,0.142986631
11,10,41,11,0,0.1702209
10,7,39,10,0,0.14577651
38,38,0,0,0,0.120390511
26,26,0,0,0,0.118653297
2,9,2,0,0,0.120918989
17,38,17,0,0,0.123949909
22,46,49,32,22,0.118761253
2,26,44,37,2,0.125516653
16,6,16,0,0,0.117391968
34,17,34,0,0,0.113138723
5,42,25,17,5,0.123651981
27,41,8,3,27,0.121670103
28,41,10,29,28,0.12684269
24,42,15,35,24,0.119684839
45,28,45,0,0,0.116754436
25,29,25,0,0,0.121699381
46,23,1,46,0,0.134961891
44,44,0,0,0,0.16940093
6,6,0,0,0,0.133775711
26,17,27,26,0,0.148789597
26,26,0,0,0,0.159366798
49,21,49,0,0,0.153449202
31,31,0,0,0,0.174722147
38,1,14,34,38,0.173123312
40,20,22,40,0,0.135474873
40,35,38,34,40,0.124525452
24,24,0,0,0,0.116768026
19,47,1,43,19,0.127126598
29,29,0,0,0,0.115843868
8,8,0,0,0,0.115000296
22,22,0,0,0,0.116250896
44,36,44,0,0,0.11619153
43,21,14,43,0,0.127749777
1,15,42,7,1,0.122891998
22,5,22,0,0,0.12110424
2,2,0,0,0,0.123843479
30,37,29,30,0,0.122912025
44,26,22,44,0,0.115537405
46,15,46,0,0,0.125102663
15,1,8,15,0,0.162429857
22,40,22,0,0,0.169974756
46,12,17,48,46,0.177025032
30,19,49,30,0,0.188975525
26,43,1,26,0,0.173451138
20,42,44,20,0,0.164020205
30,41,30,0,0,0.131221151
40,40,0,0,0,0.119916677
21,21,0,0,0,0.122484589
33,5,33,0,0,0.116136026
21,27,21,0,0,0.113301277
48,48,0,0,0,0.119272661
41,31,25,41,0,0.115631485
22,35,22,0,0,0.117156792
35,47,13,25,35,0.12578826
12,12,0,0,0,0.121202517
2,2,0,0,0,0.122461605
8,37,8,0,0,0.120556688
36,17,36,0,0,0.113778162
24,46,1,23,24,0.21894865
41,41,0,0,0,0.134295225
43,36,25,43,0,0.175253057
13,24,13,0,0,0.183964777
7,34,19,1,7,0.181135988
28,23,11,28,0,0.165702295
42,33,42,0,0,0.176548004
37,10,1,37,0,0.199338007
22,25,19,22,0,0.135621357
46,24,49,45,46,0.133703518
4,17,27,4,0,0.131763458
33,3,49,33,0,0.126617193
46,46,0,0,0,0.127483416
15,15,0,0,0,0.124114037
6,6,6,0,0,0.126071548
12,24,12,0,0,0.116697216
48,22,1,3,48,0.126366138
39,5,3,34,39,0.117264938
29,27,28,29,0,0.119971752
14,44,20,34,14,0.121141148
26,38,26,0,0,0.117222023
38,28,20,38,0,0.119570303
20,13,14,20,0,0.139627838
33,7,46,35,33,0.175287437
41,7,45,41,0,0.165409851
24,49,10,24,0,0.183779335
35,2,20,9,35,0.175843716
36,21,26,11,36,0.187132692
31,36,13,31,0,0.153422213
9,9,0,0,0,0.123525047
27,48,33,27,0,0.116943026
23,6,23,0,0,0.122165155
13,5,19,13,0,0.122555017
32,32,0,0,0,0.125216293
36,36,0,0,0,0.119027281
30,47,30,0,0,0.115773535
42,19,33,42,0,0.120736074
17,17,0,0,0,0.121516037
21,21,0,0,0,0.1239151
2,40,43,7,2,0.125782156
6,6,0,0,0,0.120840311
33,48,36,29,33,0.125087881
17,11,7,17,0,0.125903606
18,37,18,0,0,0.125108862
38,25,24,38,0,0.148845291
13,13,0,0,0,0.170982027
37,32,32,44,37,0.176866674
34,34,0,0,0,0.166136074
16,16,0,0,0,0.19579339
49,49,0,0,0,0.169572878
20,20,0,0,0,0.149518204
5,28,16,5,0,0.123150349
45,45,45,0,0,0.121432066
18,18,0,0,0,0.124816132
18,18,0,0,0,0.12321372
44,44,0,0,0,0.117675924
23,23,0,0,0,0.119196606
1,1,0,0,0,0.13458333
6,6,0,0,0,0.118755674
22,34,47,38,22,0.12977109
19,9,17,19,19,0.118031311
40,24,4,40,0,0.117136765
36,36,0,0,0,0.118395567
16,16,0,0,0,0.116493511
17,8,1,24,17,0.117330933
1,26,1,0,0,0.126956034
17,15,30,22,17,0.148220253
25,48,38,25,0,0.160272408
6,6,6,0,0,0.155647087
20,20,0,0,0,0.173468256
8,42,8,0,0,0.16963706
10,35,38,38,10,0.157782364
33,29,33,0,0,0.269107008
36,19,36,0,0,0.136497116
33,33,0,0,0,0.132871199
48,48,0,0,0,0.138486195
16,16,0,0,0,0.137924433
2,36,32,2,0,0.137801552
21,21,0,0,0,0.138569403
29,29,29,0,0,0.141151619
2,12,34,2,0,0.133804369
21,43,21,0,0,0.129628515
21,21,0,0,0,0.123198891
12,8,43,12,0,0.125879574
45,27,45,0,0,0.119744778
3,19,3,0,0,0.124218273
47,47,0,0,0,0.132071018
21,21,0,0,0,0.175452375
19,24,34,19,0,0.176875496
34,43,48,34,0,0.162907648
27,27,0,0,0,0.172930813
36,2,22,26,36,0.184902334
19,19,0,0,0,0.173419046
42,2,42,0,0,0.12736063
47,20,34,21,47,0.118481255
43,3,41,43,0,0.122472858
34,32,34,0,0,0.120440531
27,45,43,47,27,0.114161825
48,12,33,48,0,0.117695284
42,43,14,42,0,0.115317106
12,44,26,12,0,0.114762497
41,41,0,0,0,0.114238024
23,31,24,38,23,0.117086983
1,8,1,0,0,0.122626829
32,25,32,0,0,0.115314054
48,49,5,48,0,0.119062948
25,25,0,0,0,0.116503906
27,36,27,27,0,0.11440196
43,32,18,12,43,0.122763586
13,35,30,13,0,0.174631548
4,4,0,0,0,0.166492081
19,20,42,36,19,0.174869061
6,1,33,6,0,0.178898573
35,34,35,0,0,0.143013573
1,38,37,1,0,0.179936743
2,49,42,2,0,0.148483896
25,13,25,0,0,0.123240995
20,20,0,0,0,0.11286068
33,33,0,0,0,0.11597743
14,2,26,10,14,0.117073822
8,45,45,8,0,0.12245636
13,13,0,0,0,0.112344599
15,15,0,0,0,0.112942219
49,16,44,13,49,0.123599291
9,33,29,33,9,0.116675472
43,39,43,0,0,0.115559435
41,12,41,0,0,0.118997574
3,30,35,20,3,0.110594225
6,6,0,0,0,0.117714548
14,11,14,14,0,0.121008444
26,29,26,0,0,0.11441431
45,33,45,0,0,0.138918734
23,48,8,14,23,0.159140635
37,42,49,37,0,0.144390392
46,23,46,0,0,0.171011162
2,2,0,0,0,0.142570782
35,35,0,0,0,0.156318712
41,39,13,41,0,0.150513649
25,25,0,0,0,0.166686344
16,28,27,16,0,0.148151588
21,33,21,0,0,0.12958703
15,19,31,15,0,0.121282101
14,10,14,0,0,0.114970112
9,2,9,0,0,0.113356066
27,27,0,0,0,0.116721964
45,46,29,23,45,0.214453077
24,18,42,45,24,0.142233515
10,6,10,0,0,0.133244276
17,7,31,17,0,0.135800076
1,45,20,30,1,0.145898533
40,42,40,0,0,0.136109114
44,21,44,0,0,0.13666563
33,46,33,0,0,0.146384907
2,2,0,0,0,0.170351553
2,2,0,0,0,0.186328793
34,34,0,0,0,0.171765804
6,11,6,0,0,0.156948805
23,23,0,0,0,0.197063828
30,6,39,30,0,0.187397194
33,33,0,0,0,0.134025812
12,42,41,12,0,0.124678946
44,4,44,0,0,0.125597668
30,9,6,30,0,0.115041304
23,21,25,47,23,0.115794039
31,15,17,31,31,0.119845915
6,16,6,0,0,0.113880301
29,23,31,30,29,0.122439957
34,43,15,34,0,0.110460758
2,40,2,0,0,0.117596531
3,8,31,15,3,0.117935467
31,10,31,0,0,0.115970469
27,17,41,43,27,0.119219685
17,17,0,0,0,0.11472187
1,24,40,3,1,0.119305611
17,17,0,0,0,0.135675383
36,19,18,31,36,0.146236134
24,26,10,24,0,0.174841547
3,3,0,0,0,0.162857628
40,40,0,0,0,0.155470562
26,26,0,0,0,0.162050629
6,6,0,0,0,0.145131683
31,12,31,0,0,0.15965395
29,29,0,0,0,0.127085209
6,4,39,23,6,0.120481014
18,22,4,30,18,0.118713331
11,40,11,0,0,0.117158031
36,45,1,36,0,0.126198912
38,18,17,38,0,0.110097837
33,18,33,0,0,0.117807627
12,4,2,27,12,0.118072462
39,47,39,0,0,0.113409328
14,7,44,14,0,0.118446302
30,42,9,6,30,0.111201954
22,20,44,14,22,0.122594357
8,6,8,38,8,0.119101238
9,13,7,9,0,0.118515825
39,40,41,39,0,0.121101046
2,30,37,44,2,0.168743563
28,42,1,22,28,0.174364567
31,15,31,0,0,0.146900368
26,42,27,15,26,0.154239988
14,40,30,5,14,0.177948427
26,26,0,0,0,0.173169041
9,9,0,0,0,0.158313322
12,12,0,0,0,0.125021029
26,26,0,0,0,0.113167143
32,3,32,0,0,0.117137575
2,38,2,0,0,0.118670511
6,11,6,0,0,0.113368273
32,33,32,33,32,0.121019793
31,46,42,31,0,0.114898586
19,15,14,9,19,0.119984913
23,23,0,0,0,0.114398575
34,37,7,34,0,0.119096136
25,37,1,25,0,0.114877272
40,7,38,13,40,0.113769054
26,29,26,0,0,0.207673454
20,13,41,46,20,0.135130167
3,18,3,0,0,0.169101715
33,39,10,33,0,0.17965436
13,12,13,0,0,0.194633722
12,12,0,0,0,0.170440578
18,39,31,27,18,0.181816864
49,49,0,0,0,0.170505524
49,49,0,0,0,0.160670042
33,33,0,0,0,0.129778481
33,21,33,0,0,0.126319456
43,13,43,0,0,0.128394318
12,19,17,12,0,0.126380301
19,15,29,19,0,0.124896622
4,26,9,4,0,0.12592535
23,20,23,0,0,0.125348759
30,22,30,0,0,0.116493702
33,38,18,33,0,0.129982471
42,37,42,0,0,0.125989819
7,21,32,7,0,0.120315838
2,7,34,2,0,0.122750521
37,6,7,37,0,0.11906209
48,39,48,0,0,0.119782495
11,22,23,38,11,0.167930746
32,32,0,0,0,0.170713854
1,15,16,20,1,0.184745693
41,19,27,41,0,0.156006956
34,28,34,0,0,0.155468273
20,23,9,47,20,0.159436607
1,1,0,0,0,0.175198317
